title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Variations for Orchestra, HC 833","Basque National Orchestra, Robert Trevino",Americascapes,FINDE2100062,tidal,197071681,1181s,,,http://www.tidal.com/track/197071681
"Recomposed by Johan Ullén: Bach, Violin Concerto in E Major, BWV 1042: I. Allegro","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100049,tidal,205117344,223s,,,http://www.tidal.com/track/205117344
"Recomposed by Johan Ullén: Bach, Violin Concerto in E Major, BWV 1042: II. Adagio","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100050,tidal,205117346,376s,,,http://www.tidal.com/track/205117346
"Recomposed by Johan Ullén: Bach, Violin Concerto in E Major, BWV 1042: III. Allegro assai","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100051,tidal,205117347,142s,,,http://www.tidal.com/track/205117347
"Recomposed by Johan Ullén: Bach, Violin Concerto in A Minor, BWV 1041: I. Allegro","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100052,tidal,205117348,239s,,,http://www.tidal.com/track/205117348
"Recomposed by Johan Ullén: Bach, Violin Concerto in A Minor, BWV 1041: II. Andante","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100053,tidal,205117349,279s,,,http://www.tidal.com/track/205117349
"Recomposed by Johan Ullén: Bach, Violin Concerto in A Minor, BWV 1041: III. Allegro assai","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100054,tidal,205117350,329s,,,http://www.tidal.com/track/205117350
"Recomposed by Johan Ullén: Bach, Violin Concerto in D Minor, BWV 1052R: I. Allegro","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100055,tidal,205117351,214s,,,http://www.tidal.com/track/205117351
"Recomposed by Johan Ullén: Bach, Violin Concerto in D Minor, BWV 1052R: II. Adagio","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100056,tidal,205117352,245s,,,http://www.tidal.com/track/205117352
"Recomposed by Johan Ullén: Bach, Violin Concerto in D Minor, BWV 1052R: III. Allegro","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100057,tidal,205117353,255s,,,http://www.tidal.com/track/205117353
"Recomposed by Johan Ullén: Bach, Violin Concerto in G Minor, BWV 1056R: I. Allegro moderato","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100058,tidal,205117354,316s,,,http://www.tidal.com/track/205117354
"Recomposed by Johan Ullén: Bach, Violin Concerto in G Minor, BWV 1056R: II. Largo","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100059,tidal,205117355,407s,,,http://www.tidal.com/track/205117355
"Recomposed by Johan Ullén: Bach, Violin Concerto in G Minor, BWV 1056R: III. Presto","Christian Svarfvar, London Philharmonic Orchestra, Johan Ullén",Infinite Bach,UKGFN2100060,tidal,205117356,216s,,,http://www.tidal.com/track/205117356
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act I, A Forest [1]","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805501,tidal,201915453,97s,,,http://www.tidal.com/track/201915453
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act. I, Golaud & Mélisande","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805502,tidal,201915454,330s,,,http://www.tidal.com/track/201915454
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act I, A Forest [2]","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805503,tidal,201915455,244s,,,http://www.tidal.com/track/201915455
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act I, Pelléas - A Room in the Castle","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805504,tidal,201915456,32s,,,http://www.tidal.com/track/201915456
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act I, Mélisande, Golaud, Pelléas","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805505,tidal,201915457,203s,,,http://www.tidal.com/track/201915457
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act II, A Well in the Garden - Pelléas & Mélisande","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805506,tidal,201915458,211s,,,http://www.tidal.com/track/201915458
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act II, Golaud, Mélisande","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805507,tidal,201915459,211s,,,http://www.tidal.com/track/201915459
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act III, Mélisande, Pelléas - One of the Castle's Towers","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805508,tidal,201915460,267s,,,http://www.tidal.com/track/201915460
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act III, Golaud Appears","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805509,tidal,201915461,184s,,,http://www.tidal.com/track/201915461
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act IV, A Room in the Castle - Golaud & Mélisande","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805510,tidal,201915462,355s,,,http://www.tidal.com/track/201915462
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Axt IV, A Well in the Garden - Pelléas, Mélisande","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805511,tidal,201915463,133s,,,http://www.tidal.com/track/201915463
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act IV, Golaud Appears - The Death of Pelléas","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805512,tidal,201915464,101s,,,http://www.tidal.com/track/201915464
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act V, A Room in the Castle","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805513,tidal,201915465,172s,,,http://www.tidal.com/track/201915465
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act V, Castle Maids Appear","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805514,tidal,201915466,98s,,,http://www.tidal.com/track/201915466
"Pelléas et Mélisande (Suite symphonique) [After Debussy's L. 88]: Act V, The Immutability of Destiny","L'orchestre De La Suisse Romande, Jonathan Nott",Debussy & Schoenberg: Pelléas & Mélisande,NLE421805515,tidal,201915467,187s,,,http://www.tidal.com/track/201915467
"Oration, H. 180 (Concerto elegiaco): Poco lento","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123905,tidal,202603192,326s,,,http://www.tidal.com/track/202603192
"Oration, H. 180 (Concerto elegiaco): Allegro - Allargando - Meno energico - Poco largamente","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123906,tidal,202603193,242s,,,http://www.tidal.com/track/202603193
"Oration, H. 180 (Concerto elegiaco): Ben moderato","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123907,tidal,202603194,242s,,,http://www.tidal.com/track/202603194
"Oration, H. 180 (Concerto elegiaco): Allegro giusto","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123908,tidal,202603195,248s,,,http://www.tidal.com/track/202603195
"Oration, H. 180 (Concerto elegiaco): Cadenza","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123909,tidal,202603196,113s,,,http://www.tidal.com/track/202603196
"Oration, H. 180 (Concerto elegiaco): Allegro - Meno energico - A tempo, energico - Allargando poco animato","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123910,tidal,202603197,160s,,,http://www.tidal.com/track/202603197
"Oration, H. 180 (Concerto elegiaco): Lento","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123911,tidal,202603198,306s,,,http://www.tidal.com/track/202603198
"Oration, H. 180 (Concerto elegiaco): Epilogue. Andante tranquillo","Gabriel Schwabe, ORF Vienna Radio Symphony Orchestra, Christopher Ward",Elgar & Bridge: Cello Concertos,HKI192123912,tidal,202603199,147s,,,http://www.tidal.com/track/202603199
Clarinet Concerto: I. Ziemlich schnell,"Sharon Kam, Frankfurt Radio Symphony, Daniel Cohen","Hindemith: Clarinet Concerto, Clarinet Quartet & Clarinet Sonata",DEB952100401,tidal,201678141,459s,,,http://www.tidal.com/track/201678141
Clarinet Concerto: II. Ostinato. Schnell,"Sharon Kam, Frankfurt Radio Symphony, Daniel Cohen","Hindemith: Clarinet Concerto, Clarinet Quartet & Clarinet Sonata",DEB952100402,tidal,201678143,129s,,,http://www.tidal.com/track/201678143
Clarinet Concerto: III. Ruhig,"Sharon Kam, Frankfurt Radio Symphony, Daniel Cohen","Hindemith: Clarinet Concerto, Clarinet Quartet & Clarinet Sonata",DEB952100403,tidal,201678144,391s,,,http://www.tidal.com/track/201678144
Clarinet Concerto: IV. Heiter,"Sharon Kam, Frankfurt Radio Symphony, Daniel Cohen","Hindemith: Clarinet Concerto, Clarinet Quartet & Clarinet Sonata",DEB952100404,tidal,201678145,357s,,,http://www.tidal.com/track/201678145
"Symphony No. 7 in F Minor ""Edinburgh"": I. Un poco sostenuto","Brandenburgisches Staatsorchester Frankfurt, David Porcelijn",Röntgen: Orchestral Works,DEB200730901,tidal,284444350,416s,,,http://www.tidal.com/track/284444350
"Symphony No. 14 in D Major ""Winterthur""","Brandenburgisches Staatsorchester Frankfurt, David Porcelijn",Röntgen: Orchestral Works,DEB200730905,tidal,284444352,594s,,,http://www.tidal.com/track/284444352
"Symphony No. 7 in F Minor ""Edinburgh"": II. Allegro molto eed agitato","Brandenburgisches Staatsorchester Frankfurt, David Porcelijn",Röntgen: Orchestral Works,DEB200730902,tidal,284444351,255s,,,http://www.tidal.com/track/284444351
"Symphony No. 7 in F Minor ""Edinburgh"": III. Andante tranquillo","Brandenburgisches Staatsorchester Frankfurt, David Porcelijn",Röntgen: Orchestral Works,DEB200730903,tidal,284444353,321s,,,http://www.tidal.com/track/284444353
"Symphony No. 12 in C Major ""In Babylone""","Brandenburgisches Staatsorchester Frankfurt, David Porcelijn",Röntgen: Orchestral Works,DEB200730906,tidal,284444354,608s,,,http://www.tidal.com/track/284444354
"Symphony No. 7 in F Minor ""Edinburgh"": IV. Allegro assai e passionata","Brandenburgisches Staatsorchester Frankfurt, David Porcelijn",Röntgen: Orchestral Works,DEB200730904,tidal,284444355,326s,,,http://www.tidal.com/track/284444355
"Symphony No. 11 in G Minor ""Wirbel""","Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730907,tidal,284444357,888s,,,http://www.tidal.com/track/284444357
Symphony No. 24 in E Major: I. Andante solenne,"Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730910,tidal,284444356,314s,,,http://www.tidal.com/track/284444356
Symphony No. 24 in E Major: II. Allegro,"Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730911,tidal,284444359,192s,,,http://www.tidal.com/track/284444359
Symphony No. 23 in C Minor,"Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730908,tidal,284444358,998s,,,http://www.tidal.com/track/284444358
Symphony No. 24 in E Major: III. Andante,"Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730912,tidal,284444360,251s,,,http://www.tidal.com/track/284444360
Symphony No. 22 in F-Sharp Major,"Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730909,tidal,284444361,724s,,,http://www.tidal.com/track/284444361
Symphony No. 24 in E Major: IV. Allegro giocoso,"Helsingborg Symphony Orchestra, David Porcelijn",Röntgen: Orchestral Works,DEB200730913,tidal,284444362,297s,,,http://www.tidal.com/track/284444362
"Violin Partita No. 3 in E Major, BWV 1006: I. Preludio",Leonidas Kavakos,Bach: Sei Solo,USSM12102109,tidal,203860872,223s,,,http://www.tidal.com/track/203860872
"Violin Partita No. 3 in E Major, BWV 1006: II. Loure",Leonidas Kavakos,Bach: Sei Solo,USSM12102110,tidal,203860873,268s,,,http://www.tidal.com/track/203860873
"Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en Rondeau",Leonidas Kavakos,Bach: Sei Solo,USSM12102111,tidal,203860874,179s,,,http://www.tidal.com/track/203860874
"Violin Partita No. 3 in E Major, BWV 1006: IV. Menuet I - Menuet II",Leonidas Kavakos,Bach: Sei Solo,USSM12102112,tidal,203860875,285s,,,http://www.tidal.com/track/203860875
"Violin Partita No. 3 in E Major, BWV 1006: V. Bourrée",Leonidas Kavakos,Bach: Sei Solo,USSM12102113,tidal,203860877,87s,,,http://www.tidal.com/track/203860877
"Violin Partita No. 3 in E Major, BWV 1006: VI. Gigue",Leonidas Kavakos,Bach: Sei Solo,USSM12102114,tidal,203860878,117s,,,http://www.tidal.com/track/203860878
"Violin Sonata No. 3 in C Major, BWV 1005: I. Adagio",Leonidas Kavakos,Bach: Sei Solo,USSM12102104,tidal,203860879,294s,,,http://www.tidal.com/track/203860879
"Violin Sonata No. 3 in C Major, BWV 1005: II. Fuga",Leonidas Kavakos,Bach: Sei Solo,USSM12102105,tidal,203860880,637s,,,http://www.tidal.com/track/203860880
"Violin Sonata No. 3 in C Major, BWV 1005: III. Largo",Leonidas Kavakos,Bach: Sei Solo,USSM12102106,tidal,203860881,213s,,,http://www.tidal.com/track/203860881
"Violin Sonata No. 3 in C Major, BWV 1005: IV. Allegro assai",Leonidas Kavakos,Bach: Sei Solo,USSM12102107,tidal,203860882,338s,,,http://www.tidal.com/track/203860882
"Violin Sonata No. 2 in A Minor, BWV 1003: I. Grave",Leonidas Kavakos,Bach: Sei Solo,USSM12102093,tidal,203860883,237s,,,http://www.tidal.com/track/203860883
"Violin Sonata No. 2 in A Minor, BWV 1003: II. Fuga",Leonidas Kavakos,Bach: Sei Solo,USSM12102094,tidal,203860884,482s,,,http://www.tidal.com/track/203860884
"Violin Sonata No. 2 in A Minor, BWV 1003: III. Andante",Leonidas Kavakos,Bach: Sei Solo,USSM12102095,tidal,203860885,357s,,,http://www.tidal.com/track/203860885
"Violin Sonata No. 2 in A Minor, BWV 1003: IV. Allegro",Leonidas Kavakos,Bach: Sei Solo,USSM12102096,tidal,203860887,385s,,,http://www.tidal.com/track/203860887
"Violin Sonata No. 1 in G Minor, BWV 1001: I. Adagio",Leonidas Kavakos,Bach: Sei Solo,USSM12102079,tidal,203860888,228s,,,http://www.tidal.com/track/203860888
"Violin Sonata No. 1 in G Minor, BWV 1001: II. Fuga",Leonidas Kavakos,Bach: Sei Solo,USSM12102080,tidal,203860889,321s,,,http://www.tidal.com/track/203860889
"Violin Sonata No. 1 in G Minor, BWV 1001: III. Siciliana",Leonidas Kavakos,Bach: Sei Solo,USSM12102081,tidal,203860890,178s,,,http://www.tidal.com/track/203860890
"Violin Sonata No. 1 in G Minor, BWV 1001: IV. Presto",Leonidas Kavakos,Bach: Sei Solo,USSM12102082,tidal,203860891,252s,,,http://www.tidal.com/track/203860891
Violin Partita No. 1 in B Minor BWV 1002: I. Allemanda,Leonidas Kavakos,Bach: Sei Solo,USSM12102084,tidal,203860892,341s,,,http://www.tidal.com/track/203860892
Violin Partita No. 1 in B Minor BWV 1002: II. Double,Leonidas Kavakos,Bach: Sei Solo,USSM12102085,tidal,203860893,217s,,,http://www.tidal.com/track/203860893
Violin Partita No. 1 in B Minor BWV 1002: III. Corrente,Leonidas Kavakos,Bach: Sei Solo,USSM12102086,tidal,203860894,219s,,,http://www.tidal.com/track/203860894
Violin Partita No. 1 in B Minor BWV 1002: IV. Double,Leonidas Kavakos,Bach: Sei Solo,USSM12102087,tidal,203860895,209s,,,http://www.tidal.com/track/203860895
Violin Partita No. 1 in B Minor BWV 1002: V. Sarabande,Leonidas Kavakos,Bach: Sei Solo,USSM12102088,tidal,203860896,239s,,,http://www.tidal.com/track/203860896
Violin Partita No. 1 in B Minor BWV 1002: VI. Double,Leonidas Kavakos,Bach: Sei Solo,USSM12102089,tidal,203860897,196s,,,http://www.tidal.com/track/203860897
Violin Partita No. 1 in B Minor BWV 1002: VII. Tempo di Borea,Leonidas Kavakos,Bach: Sei Solo,USSM12102090,tidal,203860898,206s,,,http://www.tidal.com/track/203860898
Violin Partita No. 1 in B Minor BWV 1002: VIII. Double,Leonidas Kavakos,Bach: Sei Solo,USSM12102091,tidal,203860899,209s,,,http://www.tidal.com/track/203860899
Violin Partita No. 2 in D Minor BWV 1004: I. Allemanda,Leonidas Kavakos,Bach: Sei Solo,USSM12102098,tidal,203860900,293s,,,http://www.tidal.com/track/203860900
Violin Partita No. 2 in D Minor BWV 1004: II. Corrente,Leonidas Kavakos,Bach: Sei Solo,USSM12102099,tidal,203860901,152s,,,http://www.tidal.com/track/203860901
Violin Partita No. 2 in D Minor BWV 1004: III. Sarabanda,Leonidas Kavakos,Bach: Sei Solo,USSM12102100,tidal,203860903,229s,,,http://www.tidal.com/track/203860903
Violin Partita No. 2 in D Minor BWV 1004: IV. Giga,Leonidas Kavakos,Bach: Sei Solo,USSM12102101,tidal,203860904,246s,,,http://www.tidal.com/track/203860904
Violin Partita No. 2 in D Minor BWV 1004: V. Ciaccona,Leonidas Kavakos,Bach: Sei Solo,USSM12102102,tidal,203860905,897s,,,http://www.tidal.com/track/203860905
"Stabat Mater in F Minor, P. 77: I. Stabat Mater dolorosa","Jodie Devos, Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178401,tidal,209047964,245s,,,http://www.tidal.com/track/209047964
"Stabat Mater in F Minor, P. 77: II. Cujus animam gementem","Jodie Devos, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178402,tidal,209047965,121s,,,http://www.tidal.com/track/209047965
"Stabat Mater in F Minor, P. 77: III. O quam tristis et afflicta","Jodie Devos, Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178403,tidal,209047966,108s,,,http://www.tidal.com/track/209047966
"Stabat Mater in F Minor, P. 77: IV. Quae moerebat et dolebat","Adèle Charvet, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178404,tidal,209047967,125s,,,http://www.tidal.com/track/209047967
"Stabat Mater in F minor, P.77: V. Quis est homo qui non fleret","Jodie Devos, Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178405,tidal,209047968,151s,,,http://www.tidal.com/track/209047968
"Stabat Mater in F Minor, P. 77: VI. Vidit suum dulcem natum","Jodie Devos, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178406,tidal,209047969,225s,,,http://www.tidal.com/track/209047969
"Stabat Mater in F Minor, P. 77: VII. Eja, Mater fons amoris","Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178407,tidal,209047970,124s,,,http://www.tidal.com/track/209047970
"Stabat Mater in F Minor, P. 77: VIII. Fac, ut ardeat cor meum","Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178408,tidal,209047971,116s,,,http://www.tidal.com/track/209047971
"Stabat Mater in F Minor, P. 77: IX. Sancta Mater, istud agas","Jodie Devos, Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178409,tidal,209047972,306s,,,http://www.tidal.com/track/209047972
"Stabat Mater in F Minor, P. 77: X. Fac, ut portem Christi moetem","Adèle Charvet, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178410,tidal,209047973,201s,,,http://www.tidal.com/track/209047973
"Stabat Mater in F Minor, P.77: XI. Inflammatus et accensus","Jodie Devos, Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178411,tidal,209047974,117s,,,http://www.tidal.com/track/209047974
"Stabat Mater in F Minor, P. 77: XII. Quando corpus morietur","Jodie Devos, Adèle Charvet, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178412,tidal,209047975,218s,,,http://www.tidal.com/track/209047975
"Stabat Mater in F Minor, P. 77: XIII. Amen","Jodie Devos, Adèle Charvet, Maîtrise de Radio France, Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178413,tidal,209047976,65s,,,http://www.tidal.com/track/209047976
"Symphony No. 49 in F Minor, Hob. I:49 ""La Passione"": I. Adagio","Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178414,tidal,209047977,441s,,,http://www.tidal.com/track/209047977
"Symphony No. 49 in F Minor, Hob. I:49 ""La Passione"": II. Allegro di molto","Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178415,tidal,209047978,246s,,,http://www.tidal.com/track/209047978
"Symphony No .49 in F Minor, Hob. I:49 ""La Passione"": III. Menuet - Trio","Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178416,tidal,209047979,221s,,,http://www.tidal.com/track/209047979
"Symphony No. 49 in F Minor, Hob. I:49 ""La Passione"": IV. Finale. Presto","Le Concert de la Loge, Julien Chauvin",Pergolesi: Stabat Mater,FR50X2178417,tidal,209047980,172s,,,http://www.tidal.com/track/209047980
"Petite suite, L. 65 (Arr. H. Büsser for Orchestra): I. En bateau","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122010,tidal,214768960,261s,,,http://www.tidal.com/track/214768960
"Petite suite, L. 65 (Arr. H. Büsser for Orchestra): II. Cortège","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122020,tidal,214768961,212s,,,http://www.tidal.com/track/214768961
"Petite suite, L. 65 (Arr. H. Büsser for Orchestra): III. Menuet","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122030,tidal,214768962,200s,,,http://www.tidal.com/track/214768962
"Petite suite, L. 65 (Arr. H. Büsser for Orchestra): IV. Ballet","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122040,tidal,214768963,207s,,,http://www.tidal.com/track/214768963
"La boîte à joujoux, L. 128 (Arr. A. Caplet for Orchestra): Prélude","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122050,tidal,214768964,124s,,,http://www.tidal.com/track/214768964
"La boîte à joujoux, L. 128 (Arr. A. Caplet for Orchestra): No. 1, Le magasin de jouets","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122060,tidal,214768965,667s,,,http://www.tidal.com/track/214768965
"La boîte à joujoux, L. 128 (Arr. A. Caplet for Orchestra): No. 2, Le champ de bataille","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122070,tidal,214768966,543s,,,http://www.tidal.com/track/214768966
"La boîte à joujoux, L. 128 (Arr. A. Caplet for Orchestra): No. 3, La bergerie à vendre","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122080,tidal,214768967,380s,,,http://www.tidal.com/track/214768967
"La boîte à joujoux, L. 128 (Arr. A. Caplet for Orchestra): No. 4, Après fortune faite","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122090,tidal,214768968,108s,,,http://www.tidal.com/track/214768968
"La boîte à joujoux, L. 128 (Arr. A. Caplet for Orchestra): Épilogue","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122100,tidal,214768969,92s,,,http://www.tidal.com/track/214768969
"Children's Corner, L. 113 (Arr. A. Caplet for Orchestra): I. Doctor Gradus ad Parnassum","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122110,tidal,214768970,162s,,,http://www.tidal.com/track/214768970
"Children's Corner, L. 113 (Arr. A. Caplet for Orchestra): II. Jimbo's Lullaby","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122120,tidal,214768971,235s,,,http://www.tidal.com/track/214768971
"Children's Corner, L. 113 (Arr. A. Caplet for Orchestra): III. Serenade for the Doll","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122130,tidal,214768972,172s,,,http://www.tidal.com/track/214768972
"Children's Corner, L. 113 (Arr. A. Caplet for Orchestra): IV. The Snow Is Dancing","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122140,tidal,214768973,173s,,,http://www.tidal.com/track/214768973
"Children's Corner, L. 113 (Arr. A. Caplet for Orchestra): V. The Little Shepherd","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122150,tidal,214768974,157s,,,http://www.tidal.com/track/214768974
"Children's Corner, L. 113 (Arr. A. Caplet for Orchestra): VI. Golliwog's Cake-Walk","Orchestre National des Pays de la Loire, Pascal Rophé",Debussy Orchestrated,SEAEC2122160,tidal,214768975,194s,,,http://www.tidal.com/track/214768975
Symphony No. 4: I. Molto grave e energico,Netherlands Symphony Orchestra,"Andriessen: Symphonic Works, Vol. 4",DEB201384501,tidal,75117113,712s,,,http://www.tidal.com/track/75117113
Symphony No. 4: II. Andante sostenuto,Netherlands Symphony Orchestra,"Andriessen: Symphonic Works, Vol. 4",DEB201384502,tidal,75117117,395s,,,http://www.tidal.com/track/75117117
Symphony No. 4: III. Finale (Allegro vivace),Netherlands Symphony Orchestra,"Andriessen: Symphonic Works, Vol. 4",DEB201384503,tidal,75117118,416s,,,http://www.tidal.com/track/75117118
Libertas venit,Netherlands Symphony Orchestra,"Andriessen: Symphonic Works, Vol. 4",DEB201384504,tidal,75117114,969s,,,http://www.tidal.com/track/75117114
Capriccio,Netherlands Symphony Orchestra,"Andriessen: Symphonic Works, Vol. 4",DEB201384505,tidal,75117115,603s,,,http://www.tidal.com/track/75117115
Canzona for Orchestra,Netherlands Symphony Orchestra,"Andriessen: Symphonic Works, Vol. 4",DEB201384506,tidal,75117116,283s,,,http://www.tidal.com/track/75117116
"Symphony No. 1: I. Lento - Allegro moderato, ma marcato",Netherlands Symphony Orchestra,"Hendrik Andriessen: Symphonic Works, Vol. 1",DEB201172101,tidal,18768301,325s,,,http://www.tidal.com/track/18768301
